,Name,Pos,League,Age,90s,TklAtt,TklWon,Tkl_Percentage%,TklWon/90,Def 3rd (Tkl),Mid 3rd (Tkl),Att 3rd (Tkl),TklvsDrib,TklAttvsDrib,Tkl%vsDrib,Past,Succ,Press,Pres%,Succ/90,Def 3rd (Pres),Mid 3rd (Pres),Att 3rd (Pres),Blocks,Blocks/90,ShotBlocked,ShSv,Pass,Int,Int/90,Tkl+Int,Clr,Err,Gls,ShotsTotal,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,SCA,SCA90,PassLive(SCA),PassDead(SCA),Drib(SCA),Sh(SCA),Fld(SCA),Def(SCA),GCA,GCA90,PassLive(GCA),PassDead(GCA),Drib(GCA),Sh(GCA),Fld(GCA),Def(GCA),PassCmp,PassAtt,Cmp%,PassCmp/90,TotDist,PrgDist,PassCmp(Short),PassAtt(Short),Cmp%(Short),PassCmp(Medium),PassAtt(Medium),Cmp%(Medium),PassCmp(Long),PassAtt(Long),Cmp%(Long),Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Recov,HeadersWon,HeadersLost,HeadersAtt,HeadersWon/90,HeadersWon%
2628,Martin Terrier,FWMF,Ligue 1,24.0,30.9,52,35,67.3,1.1,15,18,19,14,39,35.9,25,169,568,29.8,5.5,104,225,239,40,1.3,4,0,36,22,0.7,74,19,0,21,85,43,50.6,2.75,1.39,0.22,0.44,14.6,0,2,2,13.6,12.1,0.14,7.4,6.9,99,3.21,72,0,6,8,6,7,17,0.55,13,0,1,1,2,0,784,979,80.1,25.4,12992,2779,414,474,87.3,248,321,77.3,90,124,72.6,3,4.0,-1.0,39,51,42,10,90,146,58,55,113,1.9,51.3
2634,Arthur Theate,DF,Serie A,21.0,26.9,41,25,61.0,0.9,30,7,4,17,37,45.9,20,101,327,30.9,3.8,174,114,39,45,1.7,17,1,28,71,2.6,112,68,0,2,21,6,28.6,0.78,0.22,0.1,0.33,16.6,0,0,0,1.5,1.5,0.07,0.5,0.5,19,0.71,18,0,1,0,0,0,2,0.07,2,0,0,0,0,0,1237,1477,83.8,46.0,24936,8688,447,496,90.1,599,668,89.7,184,283,65.0,1,0.3,0.7,6,110,8,2,87,229,39,46,85,1.4,45.9
2638,Luke Thomas,DF,Premier League,20.0,21.2,48,29,60.4,1.4,33,10,5,20,52,38.5,32,105,381,27.6,5.0,200,136,45,57,2.7,15,1,42,40,1.9,88,48,1,0,4,0,0.0,0.19,0.0,0.0,0.0,18.6,0,0,0,0.2,0.2,0.05,-0.2,-0.2,20,0.94,14,4,0,1,0,1,1,0.05,1,0,0,0,0,0,1008,1256,80.3,47.5,16099,5883,507,560,90.5,429,507,84.6,53,127,41.7,1,1.6,-0.6,11,66,14,2,73,192,30,39,69,1.4,43.5
2639,Romain Thomas,DF,Ligue 1,33.0,28.5,60,38,63.3,1.3,40,20,0,28,56,50.0,28,115,315,36.5,4.0,200,102,13,47,1.6,23,0,24,47,1.6,107,137,1,2,13,4,30.8,0.46,0.14,0.15,0.5,7.3,0,0,0,2.0,2.0,0.15,0.0,0.0,13,0.46,13,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1483,1685,88.0,52.0,34109,11807,350,372,94.1,788,846,93.1,333,441,75.5,0,0.1,-0.1,2,75,0,0,81,234,75,39,114,2.6,65.8
2640,Adrien Thomasson,MF,Ligue 1,27.0,26.5,73,42,57.5,1.6,24,30,19,35,103,34.0,68,213,792,26.9,8.0,185,352,255,64,2.4,4,0,60,48,1.8,121,16,1,8,48,19,39.6,1.81,0.72,0.17,0.42,15.5,0,0,0,6.5,6.5,0.14,1.5,1.5,84,3.16,62,4,8,5,3,2,10,0.38,7,0,1,2,0,0,1018,1317,77.3,38.4,17504,4300,494,586,84.3,405,484,83.7,97,168,57.7,4,4.6,-0.6,34,88,34,10,104,259,18,29,47,0.7,38.3
2643,Morten Thorsby,MF,Serie A,25.0,32.7,50,29,58.0,0.9,11,32,7,16,42,38.1,26,189,620,30.5,5.8,162,315,143,58,1.8,15,0,43,33,1.0,83,56,0,3,26,7,26.9,0.8,0.21,0.12,0.43,12.5,0,0,0,3.4,3.4,0.13,-0.4,-0.4,39,1.19,36,0,0,1,2,0,2,0.06,2,0,0,0,0,0,736,1002,73.5,22.5,10691,3244,420,523,80.3,236,322,73.3,40,76,52.6,1,1.1,-0.1,13,63,12,0,82,260,192,157,349,5.9,55.0
2646,Khéphren Thuram-Ulie,MF,Ligue 1,20.0,21.1,43,26,60.5,1.2,13,21,9,11,31,35.5,20,106,320,33.1,5.0,105,176,39,39,1.8,11,1,28,45,2.1,88,15,0,4,23,6,26.1,1.09,0.28,0.17,0.67,15.6,0,0,0,2.9,2.9,0.14,1.1,1.1,52,2.46,39,0,5,4,2,2,9,0.43,5,0,1,2,1,0,990,1141,86.8,46.9,18308,3879,391,431,90.7,463,505,91.7,116,158,73.4,2,2.6,-0.6,22,96,18,1,86,183,18,20,38,0.9,47.4
2649,Youri Tielemans,MF,Premier League,24.0,29.2,67,49,73.1,1.7,24,37,6,30,94,31.9,64,146,489,29.9,5.0,164,251,74,47,1.6,13,1,34,41,1.4,108,42,2,6,57,15,26.3,1.95,0.51,0.07,0.27,24.4,0,2,2,4.6,3.1,0.06,1.4,0.9,84,2.87,65,4,4,4,2,5,12,0.41,10,0,0,1,0,1,1437,1746,82.3,49.2,27111,7669,604,680,88.8,636,723,88.0,175,291,60.1,4,4.9,-0.9,40,164,29,6,164,261,30,27,57,1.0,52.6
2650,Kieran Tierney,DF,Premier League,24.0,21.3,21,12,57.1,0.6,11,7,3,10,14,71.4,4,49,162,30.2,2.3,60,58,44,35,1.6,7,0,28,31,1.5,52,46,0,1,15,5,33.3,0.7,0.23,0.07,0.2,21.2,0,0,0,0.7,0.7,0.05,0.3,0.3,38,1.79,33,2,1,1,1,0,3,0.14,3,0,0,0,0,0,904,1164,77.7,42.4,17193,5517,352,400,88.0,449,523,85.9,92,199,46.2,3,1.9,1.1,22,73,25,16,76,171,16,20,36,0.8,44.4
2653,Timothy Tillman,MF,Bundesliga,22.0,22.3,52,25,48.1,1.1,24,17,11,18,45,40.0,27,146,470,31.1,6.5,143,232,95,44,2.0,4,0,40,34,1.5,86,26,0,1,23,8,34.8,1.03,0.36,0.04,0.13,18.6,2,0,0,1.6,1.6,0.07,-0.6,-0.6,45,2.02,28,8,3,2,1,3,3,0.13,2,0,0,0,0,1,506,716,70.7,22.7,9216,2840,220,262,84.0,217,266,81.6,58,136,42.6,2,2.2,-0.2,25,41,18,2,64,157,11,33,44,0.5,25.0
2655,Jean-Clair Todibo,DF,Ligue 1,21.0,34.6,77,47,61.0,1.4,54,21,2,37,67,55.2,30,151,380,39.7,4.4,221,144,15,56,1.6,23,0,33,79,2.3,156,134,0,1,20,6,30.0,0.58,0.17,0.05,0.17,9.1,0,0,0,2.4,2.4,0.13,-1.4,-1.4,30,0.87,25,1,0,4,0,0,4,0.12,2,0,0,2,0,0,2103,2396,87.8,60.8,45438,13840,545,596,91.4,1228,1293,95.0,323,479,67.4,0,0.8,-0.8,14,169,9,1,129,326,74,54,128,2.1,57.8
2657,Karl Toko Ekambi,FW,Ligue 1,28.0,25.5,14,6,42.9,0.2,2,8,4,5,24,20.8,19,66,265,24.9,2.6,50,118,97,31,1.2,0,0,31,31,1.2,45,11,0,12,74,36,48.6,2.9,1.41,0.14,0.28,14.2,0,2,2,12.3,10.8,0.15,-0.3,-0.8,74,2.9,57,0,13,4,0,0,12,0.47,9,0,1,2,0,0,751,945,79.5,29.5,12109,2450,403,466,86.5,270,331,81.6,58,93,62.4,5,4.4,0.6,37,25,42,16,64,152,32,25,57,1.3,56.1
2661,Raúl de Tomás,FW,La Liga,26.0,32.4,17,6,35.3,0.2,6,8,3,5,14,35.7,9,55,286,19.2,1.7,45,145,96,27,0.8,6,0,21,9,0.3,26,39,0,17,101,40,39.6,3.12,1.24,0.12,0.3,18.2,9,5,5,14.6,10.8,0.11,2.4,1.2,65,2.01,47,0,6,5,6,1,8,0.25,4,0,1,2,1,0,612,741,82.6,18.9,11170,1810,331,366,90.4,187,221,84.6,82,118,69.5,3,1.7,1.3,27,47,17,5,55,100,34,55,89,1.0,38.2
2666,Fikayo Tomori,DF,Serie A,23.0,30.2,73,45,61.6,1.5,38,33,2,17,29,58.6,12,145,413,35.1,4.8,199,195,19,60,2.0,25,0,35,76,2.5,149,101,0,0,11,2,18.2,0.36,0.07,0.0,0.0,9.8,0,0,0,2.2,2.2,0.2,-2.2,-2.2,16,0.53,16,0,0,0,0,0,1,0.03,1,0,0,0,0,0,1505,1696,88.7,49.8,32687,9961,353,383,92.2,861,918,93.8,270,364,74.2,0,0.1,-0.1,3,72,0,0,72,242,57,52,109,1.9,52.3
2667,Sandro Tonali,MF,Serie A,21.0,28.9,50,37,74.0,1.3,22,20,8,16,36,44.4,20,184,576,31.9,6.4,153,309,114,39,1.3,9,0,30,57,2.0,107,19,1,5,38,11,28.9,1.32,0.38,0.13,0.45,22.2,4,0,0,4.3,4.3,0.11,0.7,0.7,74,2.56,41,21,3,4,1,4,5,0.17,3,1,0,0,0,1,1208,1481,81.6,41.8,24961,6797,441,488,90.4,501,563,89.0,239,380,62.9,2,4.0,-2.0,44,113,26,7,104,263,16,18,34,0.6,47.1
2669,Ivan Toney,FW,Premier League,25.0,32.3,31,20,64.5,0.6,5,16,10,6,25,24.0,19,112,457,24.5,3.5,53,192,212,31,1.0,3,1,28,21,0.7,52,43,1,12,83,24,28.9,2.57,0.74,0.08,0.29,15.1,0,5,5,12.0,8.2,0.1,0.0,-1.2,80,2.48,53,1,4,9,11,2,10,0.31,6,0,1,0,3,0,458,779,58.8,14.2,6695,2319,273,395,69.1,128,234,54.7,34,74,45.9,5,5.8,-0.8,40,58,28,2,77,145,150,140,290,4.6,51.7
2671,Lucas Torreira,MF,Serie A,25.0,24.4,53,34,64.2,1.4,16,31,6,21,40,52.5,19,120,405,29.6,4.9,92,239,74,9,0.4,0,0,9,38,1.6,91,29,0,5,29,13,44.8,1.19,0.53,0.17,0.38,13.6,2,0,0,4.6,4.4,0.17,0.4,0.6,60,2.46,46,1,2,3,4,4,5,0.21,2,0,1,1,1,0,1202,1372,87.6,49.3,25917,5670,355,396,89.6,601,657,91.5,233,289,80.6,1,1.7,-0.7,23,98,25,2,115,234,34,33,67,1.4,50.7
2676,Pau Torres,DF,La Liga,24.0,31.7,28,14,50.0,0.4,21,6,1,11,21,52.4,10,66,194,34.0,2.1,96,86,12,43,1.4,25,0,18,44,1.4,72,120,2,5,25,9,36.0,0.79,0.28,0.2,0.56,7.1,0,0,0,3.2,3.2,0.13,1.8,1.8,24,0.76,20,2,0,1,1,0,3,0.09,3,0,0,0,0,0,1715,1992,86.1,54.1,39784,13394,420,463,90.7,914,976,93.6,365,516,70.7,1,1.1,-0.1,8,172,6,0,167,283,75,42,117,2.4,64.1
2678,Lucas Torró,MF,La Liga,27.0,30.3,84,52,61.9,1.7,31,46,7,39,68,57.4,29,152,495,30.7,5.0,147,284,64,56,1.8,10,0,46,73,2.4,157,80,0,1,35,9,25.7,1.16,0.3,0.03,0.11,20.3,0,0,0,1.5,1.5,0.04,-0.5,-0.5,30,0.99,24,0,1,1,3,1,0,0.0,0,0,0,0,0,0,985,1257,78.4,32.5,17548,4612,438,531,82.5,413,503,82.1,106,166,63.9,0,0.3,-0.3,7,88,13,1,122,436,152,78,230,5.0,66.1
2683,Lucas Tousart,MF,Bundesliga,24.0,21.8,50,32,64.0,1.5,20,27,3,13,35,37.1,22,158,489,32.3,7.2,185,233,71,45,2.1,8,0,37,41,1.9,91,61,1,2,24,7,29.2,1.1,0.32,0.08,0.29,18.5,0,0,0,1.8,1.8,0.07,0.2,0.2,32,1.47,25,0,2,1,1,3,0,0.0,0,0,0,0,0,0,542,735,73.7,24.9,10501,3332,214,260,82.3,231,291,79.4,80,134,59.7,0,0.9,-0.9,12,68,12,2,78,221,49,51,100,2.2,49.0
2690,Boubacar Traoré,MF,Ligue 1,19.0,19.2,55,40,72.7,2.1,19,27,9,12,37,32.4,25,154,561,27.5,8.0,154,340,67,35,1.8,8,0,27,31,1.6,86,18,0,1,22,5,22.7,1.15,0.26,0.05,0.2,27.4,0,0,0,0.8,0.8,0.04,0.2,0.2,36,1.88,27,0,4,0,1,4,2,0.1,1,0,1,0,0,0,622,744,83.6,32.4,12869,3085,207,241,85.9,305,341,89.4,101,139,72.7,1,1.1,-0.1,14,48,8,0,67,187,19,10,29,1.0,65.5
2692,Hamari Traoré,DF,Ligue 1,29.0,32.1,62,32,51.6,1.0,26,22,14,30,55,54.5,25,116,354,32.8,3.6,124,146,84,59,1.8,9,0,50,53,1.7,115,73,1,3,31,9,29.0,0.97,0.28,0.1,0.33,16.9,0,0,0,1.7,1.7,0.05,1.3,1.3,61,1.9,52,2,1,3,2,1,15,0.47,12,0,0,2,1,0,1830,2177,84.1,57.0,35904,11509,643,726,88.6,933,1053,88.6,240,351,68.4,10,4.2,5.8,33,132,47,13,169,273,46,48,94,1.4,48.9
2693,Ismaël Traoré,DF,Ligue 1,34.0,35.7,31,23,74.2,0.6,18,12,1,9,29,31.0,20,101,260,38.8,2.8,174,75,11,47,1.3,20,0,27,76,2.1,107,129,1,4,26,9,34.6,0.73,0.25,0.15,0.44,8.6,0,0,0,3.6,3.6,0.14,0.4,0.4,19,0.53,14,0,0,5,0,0,1,0.03,1,0,0,0,0,0,1557,1724,90.3,43.6,35533,10495,299,325,92.0,937,983,95.3,312,390,80.0,1,0.9,0.1,8,39,1,1,49,277,53,38,91,1.5,58.2
2696,Óscar Trejo,MF,La Liga,33.0,22.3,43,31,72.1,1.4,13,19,11,14,42,33.3,28,145,569,25.5,6.5,106,300,163,27,1.2,1,0,26,17,0.8,60,14,0,3,20,7,35.0,0.9,0.31,0.0,0.0,24.3,0,3,3,3.4,1.2,0.06,-0.4,-1.2,105,4.71,54,30,3,4,9,5,11,0.49,9,1,0,0,0,1,793,1032,76.8,35.6,13915,4235,399,459,86.9,278,335,83.0,97,192,50.5,9,4.3,4.7,55,89,27,4,107,178,27,42,69,1.2,39.1
2698,Manu Trigueros,MFFW,La Liga,29.0,24.2,43,26,60.5,1.1,17,19,7,20,66,30.3,46,115,488,23.6,4.8,129,258,101,26,1.1,3,0,23,12,0.5,55,15,0,6,40,16,40.0,1.65,0.66,0.15,0.38,17.4,0,0,0,4.9,4.9,0.12,1.1,1.1,60,2.48,49,3,1,3,3,1,12,0.5,9,1,0,0,2,0,987,1229,80.3,40.8,17713,5406,438,499,87.8,420,488,86.1,110,185,59.5,4,2.6,1.4,22,128,31,3,139,162,23,37,60,1.0,38.3
2700,Christopher Trimmel,DF,Bundesliga,34.0,22.1,51,24,47.1,1.1,30,17,4,25,47,53.2,22,75,262,28.6,3.4,121,107,34,38,1.7,3,1,35,51,2.3,102,77,1,2,20,5,25.0,0.9,0.23,0.1,0.4,17.7,1,0,0,1.8,1.8,0.09,0.2,0.2,53,2.4,32,19,0,1,0,1,1,0.05,1,0,0,0,0,0,779,1145,68.0,35.2,15216,6728,323,382,84.6,327,413,79.2,118,298,39.6,0,2.1,-2.1,31,63,25,16,84,216,44,23,67,2.0,65.7
2705,Leandro Trossard,FWMF,Premier League,26.0,31.2,37,24,64.9,0.8,8,13,16,6,32,18.8,26,156,478,32.6,5.0,86,178,214,42,1.3,4,0,38,29,0.9,66,8,0,8,72,26,36.1,2.31,0.83,0.1,0.27,18.1,5,1,1,6.8,6.0,0.08,1.2,1.0,91,2.92,65,4,15,4,3,0,10,0.32,6,1,2,0,1,0,915,1183,77.3,29.3,16101,3592,470,554,84.8,302,387,78.0,115,160,71.9,3,4.1,-1.1,46,70,58,7,122,196,10,32,42,0.3,23.8
2713,Tuta,DF,Bundesliga,22.0,24.3,59,33,55.9,1.4,31,23,5,27,53,50.9,26,137,392,34.9,5.6,204,158,30,67,2.8,16,2,51,60,2.5,119,99,1,4,15,6,40.0,0.62,0.25,0.27,0.67,11.5,0,0,0,2.4,2.4,0.16,1.6,1.6,16,0.66,13,1,0,0,1,1,0,0.0,0,0,0,0,0,0,1089,1352,80.5,44.8,24264,7934,290,327,88.7,585,656,89.2,205,336,61.0,0,0.1,-0.1,3,75,3,2,69,302,65,44,109,2.7,59.6
2715,Iyenoma Udogie,DF,Serie A,18.0,27.5,75,50,66.7,1.8,40,26,9,31,64,48.4,33,136,458,29.7,4.9,182,194,82,56,2.0,5,0,51,50,1.8,125,29,0,5,28,13,46.4,1.02,0.47,0.18,0.38,13.1,0,0,0,3.9,3.9,0.14,1.1,1.1,59,2.14,46,2,3,4,2,2,7,0.25,5,0,0,1,1,0,731,911,80.2,26.6,10680,4037,400,462,86.6,278,338,82.2,22,36,61.1,3,2.1,0.9,25,43,22,4,70,217,31,30,61,1.1,50.8
2719,Hwang Ui-jo,FW,Ligue 1,28.0,27.9,7,4,57.1,0.1,0,4,3,1,11,9.1,10,93,335,27.8,3.3,33,158,144,16,0.6,2,0,14,9,0.3,16,14,0,11,55,22,40.0,1.97,0.79,0.2,0.5,16.7,0,0,0,7.8,7.8,0.14,3.2,3.2,29,1.04,17,3,4,3,2,0,2,0.07,2,0,0,0,0,0,324,417,77.7,11.6,5103,664,174,206,84.5,119,138,86.2,22,49,44.9,2,1.3,0.7,11,6,11,5,17,65,15,50,65,0.5,23.1
2724,Enes Ünal,FW,La Liga,24.0,31.1,34,18,52.9,0.6,2,17,15,7,34,20.6,27,171,758,22.6,5.5,44,405,309,31,1.0,6,0,25,7,0.2,41,32,0,16,82,24,29.3,2.64,0.77,0.17,0.58,15.8,7,2,4,10.2,7.1,0.09,5.8,6.9,69,2.22,41,0,5,7,15,1,4,0.13,3,0,0,0,0,1,421,660,63.8,13.5,5888,1225,249,348,71.6,125,197,63.5,21,44,47.7,1,1.8,-0.8,26,30,8,3,41,104,171,225,396,5.5,43.2
2725,Cengiz Ünder,FWMF,Ligue 1,24.0,24.4,23,12,52.2,0.5,7,6,10,7,25,28.0,18,72,245,29.4,3.0,40,98,107,19,0.8,3,0,16,21,0.9,44,9,0,10,58,20,34.5,2.37,0.82,0.16,0.45,19.1,1,1,1,6.6,5.8,0.1,3.4,3.2,83,3.4,52,13,2,6,7,3,8,0.33,4,0,1,0,2,1,712,957,74.4,29.2,12773,3439,357,415,86.0,245,317,77.3,94,176,53.4,2,4.3,-2.3,34,30,43,10,82,104,11,13,24,0.5,45.8
2726,Dayot Upamecano,DF,Bundesliga,22.0,24.6,58,33,56.9,1.3,38,19,1,18,32,56.3,14,148,358,41.3,6.0,173,162,23,34,1.4,10,0,24,69,2.8,127,75,3,1,10,1,10.0,0.41,0.04,0.1,1.0,12.3,0,0,0,0.8,0.8,0.08,0.2,0.2,23,0.94,20,0,0,1,0,2,6,0.24,6,0,0,0,0,0,2048,2262,90.5,83.3,45957,13906,507,542,93.5,1122,1203,93.3,407,490,83.1,6,1.4,4.6,10,184,11,0,143,332,74,51,125,3.0,59.2
2730,Mark Uth,MFFW,Bundesliga,29.0,22.5,40,21,52.5,0.9,14,13,13,17,50,34.0,33,168,539,31.2,7.5,76,223,240,33,1.5,1,0,32,26,1.2,66,13,0,5,69,19,27.5,3.07,0.84,0.07,0.26,17.8,4,0,0,5.8,5.8,0.08,-0.8,-0.8,91,4.04,47,22,4,5,8,5,11,0.49,7,2,1,0,0,1,510,748,68.2,22.7,10656,3042,212,279,76.0,179,234,76.5,113,192,58.9,8,5.4,2.6,44,58,27,12,68,139,20,40,60,0.9,33.3
2734,Óscar Valentín,MF,La Liga,26.0,28.5,119,66,55.5,2.3,57,54,8,53,122,43.4,69,263,761,34.6,9.2,280,426,55,49,1.7,11,1,38,82,2.9,201,49,0,0,11,1,9.1,0.39,0.04,0.0,0.0,19.4,0,0,0,1.1,1.1,0.1,-1.1,-1.1,29,1.02,25,0,0,2,1,1,0,0.0,0,0,0,0,0,0,1104,1307,84.5,38.7,22185,5985,417,459,90.8,497,555,89.5,178,258,69.0,0,1.1,-1.1,14,129,13,1,120,339,44,67,111,1.5,39.6
2737,Martin Valjent,DF,La Liga,25.0,35.3,34,18,52.9,0.5,20,13,1,13,27,48.1,14,75,230,32.6,2.1,132,89,9,66,1.9,31,1,35,56,1.6,90,178,1,0,10,1,10.0,0.28,0.03,0.0,0.0,27.9,0,0,0,0.2,0.2,0.02,-0.2,-0.2,17,0.48,12,2,0,1,1,1,0,0.0,0,0,0,0,0,0,1111,1341,82.8,31.5,25399,9738,308,335,91.9,528,580,91.0,259,397,65.2,0,0.5,-0.5,6,74,1,0,60,291,77,38,115,2.2,67.0
2741,Federico Valverde,MF,La Liga,23.0,20.4,33,21,63.6,1.0,7,18,8,9,30,30.0,21,101,303,33.3,5.0,76,154,73,24,1.2,4,0,20,41,2.0,74,16,0,0,36,9,25.0,1.77,0.44,0.0,0.0,24.1,0,0,0,1.0,1.0,0.03,-1.0,-1.0,64,3.14,52,1,4,3,1,3,4,0.2,4,0,0,0,0,0,1043,1190,87.6,51.1,17208,3945,546,596,91.6,369,400,92.3,95,133,71.4,1,2.1,-1.1,24,104,22,3,69,155,16,12,28,0.8,57.1
2745,Raphaël Varane,DF,Premier League,28.0,20.3,27,16,59.3,0.8,17,7,3,10,22,45.5,12,58,164,35.4,2.9,112,47,5,32,1.6,14,0,18,35,1.7,62,95,1,1,9,1,11.1,0.44,0.05,0.11,1.0,8.3,0,0,0,0.8,0.8,0.09,0.2,0.2,10,0.49,9,0,0,0,0,1,2,0.1,2,0,0,0,0,0,986,1096,90.0,48.6,22762,5946,230,245,93.9,539,580,92.9,212,260,81.5,1,0.2,0.8,4,68,0,0,41,184,63,34,97,3.1,64.9
2746,Jamie Vardy,FW,Premier League,34.0,20.1,7,4,57.1,0.2,0,4,3,1,6,16.7,5,67,275,24.4,3.3,13,117,145,10,0.5,1,0,9,7,0.3,14,16,0,15,53,25,47.2,2.64,1.25,0.28,0.6,12.1,0,0,0,9.5,9.5,0.18,5.5,5.5,38,1.89,30,0,2,3,1,2,5,0.25,2,0,2,1,0,0,192,266,72.2,9.6,3283,659,88,118,74.6,83,105,79.0,14,24,58.3,2,1.6,0.4,19,12,19,3,27,43,28,48,76,1.4,36.8
2747,Ruben Vargas,MFFW,Bundesliga,22.0,22.0,30,15,50.0,0.7,8,15,7,7,26,26.9,19,96,314,30.6,4.4,74,143,97,14,0.6,1,0,13,34,1.5,64,16,0,1,39,6,15.4,1.77,0.27,0.03,0.17,17.9,0,0,0,4.1,4.1,0.11,-3.1,-3.1,44,2.0,36,0,4,3,0,1,4,0.18,3,0,0,1,0,0,409,582,70.3,18.6,7720,1962,175,220,79.5,162,218,74.3,60,94,63.8,3,2.5,0.5,24,35,27,12,52,145,19,56,75,0.9,25.3
2749,Johan Vásquez,DF,Serie A,22.0,25.3,80,48,60.0,1.9,45,32,3,47,87,54.0,40,140,379,36.9,5.5,212,138,29,54,2.1,12,0,42,68,2.7,148,97,1,1,14,3,21.4,0.55,0.12,0.07,0.33,13.1,0,0,0,0.9,0.9,0.06,0.1,0.1,15,0.59,7,3,1,0,3,1,0,0.0,0,0,0,0,0,0,837,1163,72.0,33.1,16886,6515,279,336,83.0,432,540,80.0,119,241,49.4,0,0.1,-0.1,4,59,4,1,59,265,72,60,132,2.8,54.5
2751,José Luis García Vayá,MF,La Liga,22.0,22.4,56,36,64.3,1.6,19,30,7,22,40,55.0,18,126,445,28.3,5.6,161,232,52,36,1.6,5,0,31,40,1.8,96,32,0,0,14,2,14.3,0.63,0.09,0.0,0.0,22.9,2,0,0,0.6,0.6,0.04,-0.6,-0.6,42,1.88,22,17,1,1,0,1,1,0.04,1,0,0,0,0,0,1002,1248,80.3,44.7,19440,5474,440,506,87.0,390,444,87.8,155,258,60.1,0,2.0,-2.0,25,104,15,3,94,218,36,18,54,1.6,66.7
2754,Lucas Vázquez,DF,La Liga,30.0,20.4,48,31,64.6,1.5,31,9,8,22,39,56.4,17,95,294,32.3,4.7,136,95,63,44,2.2,7,0,37,29,1.4,77,28,1,3,18,5,27.8,0.88,0.25,0.17,0.6,20.2,0,0,0,1.8,1.8,0.1,1.2,1.2,59,2.9,47,5,3,1,3,0,2,0.1,2,0,0,0,0,0,1339,1551,86.3,65.6,23266,6753,646,696,92.8,545,613,88.9,127,203,62.6,0,2.7,-2.7,33,63,40,10,100,151,4,9,13,0.2,30.8
2758,Joël Veltman,DF,Premier League,29.0,31.9,90,40,44.4,1.3,55,29,6,31,64,48.4,33,109,350,31.1,3.4,177,137,36,65,2.0,16,0,49,67,2.1,157,97,1,1,12,2,16.7,0.38,0.06,0.08,0.5,16.6,0,0,0,0.9,0.9,0.07,0.1,0.1,36,1.13,29,2,1,1,2,1,2,0.06,2,0,0,0,0,0,1440,1843,78.1,45.1,28864,10751,468,531,88.1,774,937,82.6,183,315,58.1,1,1.1,-0.1,16,126,18,6,115,318,69,42,111,2.2,62.2
2760,Unai Vencedor Paris,MF,La Liga,20.0,26.5,30,19,63.3,0.7,11,12,7,8,37,21.6,29,104,421,24.7,3.9,111,233,77,45,1.7,16,0,29,25,0.9,55,32,0,0,20,1,5.0,0.76,0.04,0.0,0.0,19.7,0,0,0,1.0,1.0,0.05,-1.0,-1.0,36,1.36,31,1,1,0,2,1,2,0.08,1,0,0,0,1,0,1020,1311,77.8,38.5,20799,6230,349,413,84.5,489,581,84.2,167,275,60.7,0,0.8,-0.8,15,119,24,5,142,278,32,41,73,1.2,43.8
2762,Daniele Verde,FWMF,Serie A,25.0,21.7,15,5,33.3,0.2,9,4,2,8,21,38.1,13,48,191,25.1,2.2,62,68,61,21,1.0,2,0,19,30,1.4,45,6,0,8,54,23,42.6,2.48,1.06,0.13,0.3,23.3,9,1,2,5.6,4.2,0.08,2.4,2.8,72,3.31,40,19,4,7,1,1,9,0.41,5,2,0,2,0,0,577,830,69.5,26.6,11587,3639,262,324,80.9,192,261,73.6,112,217,51.6,6,4.9,1.1,41,39,26,8,76,106,3,3,6,0.1,50.0
2766,Jordan Veretout,MF,Serie A,28.0,25.8,45,34,75.6,1.3,24,16,5,11,33,33.3,22,124,413,30.0,4.8,149,190,74,16,0.6,1,0,15,27,1.0,72,26,0,4,27,8,29.6,1.05,0.31,0.11,0.38,20.8,3,1,2,4.6,3.1,0.11,-0.6,-0.1,85,3.3,46,31,1,6,0,1,11,0.43,4,6,0,1,0,0,1209,1431,84.5,46.9,25445,6621,389,431,90.3,584,650,89.8,226,322,70.2,8,4.4,3.6,53,132,18,3,107,203,13,20,33,0.5,39.4
2769,Marco Verratti,MF,Ligue 1,28.0,21.5,63,48,76.2,2.2,16,33,14,20,59,33.9,39,135,522,25.9,6.3,117,264,141,38,1.8,10,0,28,25,1.2,88,9,0,2,7,1,14.3,0.33,0.05,0.29,2.0,16.1,0,0,0,0.6,0.6,0.08,1.4,1.4,60,2.79,54,2,2,0,2,0,4,0.19,4,0,0,0,0,0,1965,2141,91.8,91.4,32664,8717,998,1056,94.5,734,785,93.5,180,221,81.4,2,2.7,-0.7,29,173,45,1,155,162,7,14,21,0.3,33.3
2775,Rúben Vezo,DF,La Liga,27.0,26.9,57,33,57.9,1.2,38,17,2,21,36,58.3,15,72,232,31.0,2.7,153,71,8,52,1.9,25,0,27,45,1.7,102,107,1,0,17,4,23.5,0.63,0.15,0.0,0.0,12.4,0,0,0,0.8,0.8,0.05,-0.8,-0.8,18,0.67,12,1,0,3,1,1,3,0.11,0,0,0,1,1,1,1055,1263,83.5,39.2,24398,8183,237,282,84.0,583,626,93.1,226,331,68.3,0,0.2,-0.2,4,74,3,0,82,242,70,46,116,2.6,60.3
