,Name,Pos,League,Age,90s,TklAtt,TklWon,Def 3rd (Tkl),Mid 3rd (Tkl),Att 3rd (Tkl),TklvsDrib,TklAttvsDrib,Tkl%vsDrib,Past,Press,Succ,Pres%,Def 3rd (Pres),Mid 3rd (Pres),Att 3rd (Pres),Blocks,ShotBlocked,ShSv,Pass,Int,Tkl+Int,Clr,Err,Gls,ShotsTotal,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,SCA,SCA90,PassLive(SCA),PassDead(SCA),Drib(SCA),Sh(SCA),Fld(SCA),Def(SCA),GCA,GCA90,PassLive(GCA),PassDead(GCA),Drib(GCA),Sh(GCA),Fld(GCA),Def(GCA),PassCmp,PassAtt,Cmp%,TotDist,PrgDist,PassCmp(Short),PassAtt(Short),Cmp%(Short),PassCmp(Medium),PassAtt(Medium),Cmp%(Medium),PassCmp(Long),PassAtt(Long),Cmp%(Long),Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Recov,HeadersWon,HeadersLost,HeadersWon%,Tkl_Percentage%,TklWon/90,Succ/90,Blocks/90,Int/90,PassCmp/90,HeadersWon/90,HeadersAtt
2286,Kiliann Sildillia,DF,Bundesliga,19.0,1.9,5,3,2,3,0,2,4,50.0,2,35,11,31.4,20,13,2,5,0,0,5,3,8,12,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,4,2.13,4,0,0,0,0,0,1,0.53,1,0,0,0,0,0,59,92,64.1,1090,410,21,26,80.8,26,38,68.4,9,18,50.0,0,0.2,-0.2,2,1,1,1,5,26,1,5,16.7,60.0,1.6,5.8,2.6,1.6,31.1,0.5,6
2287,Adrien Silva,MF,Serie A,32.0,12.0,35,21,18,12,5,13,32,40.6,19,234,76,32.5,90,112,32,21,5,0,16,32,67,21,0,0,8,2,25.0,0.66,0.17,0.0,0.0,24.1,0,0,0,0.3,0.3,0.03,-0.3,-0.3,19,1.58,17,1,0,1,0,0,1,0.08,1,0,0,0,0,0,514,605,85.0,10595,2494,175,205,85.4,240,261,92.0,89,116,76.7,1,0.5,0.5,8,40,6,2,48,149,16,18,47.1,60.0,1.8,6.3,1.8,2.7,42.8,1.3,34
2288,André Silva,FW,Bundesliga,25.0,23.1,14,13,2,5,7,2,14,14.3,12,307,90,29.3,19,133,155,25,2,0,23,7,21,14,0,11,54,23,42.6,2.34,1.0,0.15,0.35,11.1,0,3,3,12.2,10.3,0.19,-1.2,-2.3,47,2.04,29,0,4,9,4,1,15,0.65,9,0,1,4,1,0,415,560,74.1,5509,1291,259,332,78.0,116,152,76.3,13,25,52.0,3,2.5,0.5,15,24,25,3,45,107,48,79,37.8,92.9,0.6,3.9,1.1,0.3,18.0,2.1,127
2289,Bernardo Silva,MFFW,Premier League,26.0,31.7,52,33,21,20,11,26,67,38.8,41,480,143,29.8,87,220,173,33,3,0,30,32,84,26,0,8,47,19,40.4,1.48,0.6,0.17,0.42,12.4,0,0,0,6.8,6.8,0.14,1.2,1.2,127,4.0,100,3,11,7,6,0,13,0.41,10,1,0,1,1,0,1698,1921,88.4,27192,4433,923,985,93.7,619,694,89.2,117,160,73.1,4,5.2,-1.2,54,102,42,9,88,214,14,19,42.4,63.5,1.0,4.5,1.0,1.0,53.6,0.4,33
2290,Caio Henrique Oliveira Silva,DF,Ligue 1,24.0,29.6,49,24,26,19,4,25,56,44.6,31,331,109,32.9,133,127,71,44,6,0,38,58,107,45,3,2,19,6,31.6,0.64,0.2,0.11,0.33,21.3,4,0,0,1.0,1.0,0.05,1.0,1.0,83,2.81,58,16,2,2,4,1,12,0.41,10,0,0,1,1,0,1425,1876,76.0,25191,9252,653,726,89.9,624,773,80.7,134,307,43.6,8,5.8,2.2,45,86,42,9,154,268,13,29,31.0,49.0,0.8,3.7,1.5,2.0,48.1,0.4,42
2291,David Silva,MF,La Liga,35.0,19.1,33,28,11,18,4,5,22,22.7,17,316,101,32.0,71,161,84,19,4,0,15,15,48,11,0,2,21,6,28.6,1.1,0.31,0.1,0.33,15.9,0,0,0,2.7,2.7,0.13,-0.7,-0.7,91,4.76,69,9,5,1,5,2,11,0.58,7,1,0,0,3,0,913,1043,87.5,15626,3568,444,492,90.2,352,391,90.0,90,113,79.6,4,4.4,-0.4,40,74,43,5,97,137,11,22,33.3,84.8,1.5,5.3,1.0,0.8,47.8,0.6,33
2292,Fábio Silva,FW,Premier League,19.0,6.4,6,5,0,3,3,1,6,16.7,5,149,44,29.5,7,80,62,1,0,0,1,4,10,2,0,0,19,5,26.3,2.99,0.79,0.0,0.0,13.2,0,0,0,2.3,2.3,0.12,-2.3,-2.3,16,2.52,9,0,3,3,0,1,1,0.16,0,0,0,1,0,0,93,132,70.5,1268,238,61,75,81.3,23,33,69.7,4,7,57.1,0,0.2,-0.2,4,4,6,0,13,33,14,36,28.0,83.3,0.8,6.9,0.2,0.6,14.5,2.2,50
2293,Gabriel Silva,DF,Ligue 1,30.0,7.9,12,9,6,5,1,6,11,54.5,5,99,36,36.4,42,42,15,23,4,0,19,14,26,11,0,0,1,0,0.0,0.13,0.0,0.0,0.0,16.8,0,0,0,0.0,0.0,0.04,0.0,0.0,4,0.5,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,247,342,72.2,4280,1876,111,135,82.2,103,128,80.5,26,57,45.6,0,0.0,0.0,2,16,1,0,19,54,12,11,52.2,75.0,1.1,4.6,2.9,1.8,31.3,1.5,23
2294,Jonathan Silva,DFMF,La Liga,27.0,2.5,8,2,4,2,2,2,8,25.0,6,59,13,22.0,16,25,18,8,0,0,8,5,13,7,0,0,1,1,100.0,0.4,0.4,0.0,0.0,20.9,0,0,0,0.0,0.0,0.03,0.0,0.0,3,1.19,2,1,0,0,0,0,0,0.0,0,0,0,0,0,0,65,97,67.0,1107,536,30,37,81.1,27,34,79.4,6,16,37.5,0,0.1,-0.1,2,6,3,2,8,18,1,4,20.0,25.0,0.8,5.2,3.2,2.0,26.0,0.4,5
2295,Thiago Silva,DF,Premier League,36.0,29.4,36,23,18,15,3,11,25,44.0,14,173,57,32.9,101,66,6,65,31,3,34,65,101,114,0,3,18,5,27.8,0.61,0.17,0.17,0.6,10.7,0,0,0,0.9,0.9,0.05,2.1,2.1,26,0.88,21,0,0,3,1,1,1,0.03,0,0,0,0,1,0,2345,2524,92.9,50070,17549,697,721,96.7,1232,1280,96.3,398,489,81.4,0,0.2,-0.2,7,192,16,0,134,307,68,32,68.0,63.9,0.8,1.9,2.2,2.2,79.8,2.3,100
2296,Mohamed Simakan,DF,Bundesliga,21.0,22.3,45,24,27,14,4,16,31,51.6,15,252,96,38.1,137,93,22,28,12,0,16,52,97,71,1,1,12,3,25.0,0.54,0.13,0.08,0.33,11.4,0,0,0,0.9,0.9,0.08,0.1,0.1,15,0.67,13,0,0,1,1,0,2,0.09,1,0,0,0,1,0,1207,1372,88.0,22995,7323,455,497,91.5,597,634,94.2,143,219,65.3,0,0.3,-0.3,5,82,7,2,65,250,66,23,74.2,53.3,1.1,4.3,1.3,2.3,54.1,3.0,89
2297,Giovanni Simeone,FW,Serie A,26.0,29.5,31,19,8,12,11,6,26,23.1,20,542,164,30.3,60,199,283,40,5,0,35,6,37,19,0,17,71,33,46.5,2.41,1.12,0.24,0.52,13.8,0,0,1,10.7,9.9,0.14,6.3,7.1,54,1.83,37,0,5,6,4,2,7,0.24,6,0,0,0,1,0,490,690,71.0,6684,1093,318,409,77.8,111,158,70.3,31,48,64.6,5,2.7,2.3,22,23,15,4,26,122,60,141,29.9,61.3,0.6,5.6,1.4,0.2,16.6,2.0,201
2298,Giovanni Simeone,FW,Serie A,26.0,0.1,0,0,0,0,0,0,0,0.0,0,2,0,0.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,4,50.0,24,10,2,3,66.7,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0
2299,Giuliano Simeone,DF,La Liga,18.0,0.0,0,0,0,0,0,0,0,0.0,0,1,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,90.0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,2,3,66.7,19,0,0,0,0.0,1,1,100.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,,,,,inf,,0
2300,Ellis Simms,FW,Premier League,20.0,0.7,0,0,0,0,0,0,0,0.0,0,10,3,30.0,2,5,3,2,1,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,1.48,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,8,15,53.3,89,14,6,10,60.0,2,5,40.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,3,3,4,42.9,0.0,0.0,4.3,2.9,0.0,11.4,4.3,7
2301,Moses Simon,FWMF,Ligue 1,26.0,25.9,23,15,5,9,9,9,19,47.4,10,293,79,27.0,51,122,120,25,4,0,21,20,43,7,0,6,41,14,34.1,1.58,0.54,0.15,0.43,16.3,2,0,0,4.0,4.0,0.1,2.0,2.0,97,3.74,51,26,10,3,4,3,11,0.42,6,2,2,1,0,0,532,821,64.8,9289,2971,278,339,82.0,169,247,68.4,69,175,39.4,8,7.2,0.8,65,19,36,20,46,139,15,25,37.5,65.2,0.6,3.1,1.0,0.8,20.5,0.6,40
2302,Xavi Simons,FWMF,Ligue 1,18.0,1.5,1,1,0,1,0,1,1,100.0,0,31,7,22.6,8,7,16,2,0,0,2,1,2,1,0,0,2,0,0.0,1.36,0.0,0.0,0.0,12.1,0,0,0,0.3,0.3,0.16,-0.3,-0.3,2,1.36,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,50,59,84.7,648,89,35,39,89.7,10,13,76.9,2,2,100.0,0,0.1,-0.1,1,0,1,0,1,9,2,2,50.0,100.0,0.7,4.7,1.3,0.7,33.3,1.3,4
2303,Wilfried Singo,DF,Serie A,20.0,29.0,52,23,25,19,8,21,32,65.6,11,350,92,26.3,110,148,92,39,6,0,33,38,90,45,0,3,41,7,17.1,1.42,0.24,0.07,0.43,14.8,0,0,0,2.7,2.7,0.07,0.3,0.3,53,1.83,41,0,3,4,3,2,6,0.21,6,0,0,0,0,0,1079,1403,76.9,19351,6822,473,542,87.3,487,608,80.1,102,186,54.8,4,2.4,1.6,24,53,37,15,99,252,58,35,62.4,44.2,0.8,3.2,1.3,1.3,37.2,2.0,93
2304,Daley Sinkgraven,DF,Bundesliga,26.0,3.9,6,2,4,2,0,2,5,40.0,3,36,15,41.7,18,10,8,6,1,0,5,9,15,5,0,0,1,1,100.0,0.26,0.26,0.0,0.0,11.7,0,0,0,0.3,0.3,0.26,-0.3,-0.3,4,1.03,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,166,207,80.2,2929,962,75,83,90.4,64,79,81.0,21,37,56.8,0,0.6,-0.6,3,17,4,1,19,23,3,7,30.0,33.3,0.5,3.8,1.5,2.3,42.6,0.8,10
2305,Hugo Siquet,DF,Bundesliga,19.0,0.2,0,0,0,0,0,0,0,0.0,0,5,1,20.0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,13,16,81.3,272,76,5,6,83.3,7,8,87.5,1,2,50.0,0,0.0,0.0,0,2,0,0,1,0,0,0,0.0,0.0,0.0,5.0,0.0,0.0,65.0,0.0,0
2306,Issouf Sissokho,MF,Ligue 1,19.0,4.8,17,12,3,12,2,7,18,38.9,11,156,35,22.4,37,91,28,8,1,0,7,10,27,0,0,0,3,2,66.7,0.62,0.41,0.0,0.0,24.0,0,0,0,0.1,0.1,0.04,-0.1,-0.1,15,3.1,12,0,0,0,1,2,0,0.0,0,0,0,0,0,0,185,214,86.4,3434,611,72,78,92.3,82,91,90.1,27,34,79.4,0,0.4,-0.4,7,9,7,1,10,36,0,7,0.0,70.6,2.5,7.3,1.7,2.1,38.5,0.0,7
2307,Ibrahima Sissoko,MFDF,Ligue 1,23.0,25.6,43,24,15,19,9,6,26,23.1,20,438,112,25.6,119,223,96,60,13,0,47,44,87,39,0,2,26,5,19.2,1.02,0.2,0.08,0.4,13.6,0,0,0,2.6,2.6,0.1,-0.6,-0.6,56,2.19,43,0,5,1,7,0,8,0.31,7,0,0,0,1,0,854,1059,80.6,15903,4750,365,427,85.5,362,412,87.9,108,167,64.7,5,4.2,0.8,26,76,22,4,91,244,66,38,63.5,55.8,0.9,4.4,2.3,1.7,33.4,2.6,104
2308,Moussa Sissoko,MF,Premier League,31.0,35.8,59,40,34,22,3,19,35,54.3,16,505,160,31.7,177,250,78,53,12,0,41,44,103,72,0,2,25,8,32.0,0.7,0.22,0.08,0.25,16.4,0,0,0,3.4,3.4,0.14,-1.4,-1.4,62,1.73,52,0,4,2,1,3,4,0.11,2,0,1,0,0,1,945,1185,79.7,16885,4964,462,533,86.7,353,441,80.0,113,158,71.5,1,2.8,-1.8,33,90,23,11,112,385,85,58,59.4,67.8,1.1,4.5,1.5,1.2,26.4,2.4,143
2309,Nelson Sissoko,DF,Ligue 1,24.0,0.5,1,0,1,0,0,1,1,100.0,0,11,2,18.2,6,4,1,0,0,0,0,1,2,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,8,10,80.0,146,83,3,4,75.0,4,5,80.0,1,1,100.0,0,0.0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,4.0,0.0,2.0,16.0,0.0,0
2310,Sambou Sissoko,MFDF,Ligue 1,22.0,2.0,12,8,5,4,3,3,9,33.3,6,56,22,39.3,29,18,9,2,0,0,2,6,18,6,0,0,3,0,0.0,1.53,0.0,0.0,0.0,21.8,0,0,0,0.2,0.2,0.05,-0.2,-0.2,6,3.07,5,0,0,0,0,1,0,0.0,0,0,0,0,0,0,71,97,73.2,1309,459,25,33,75.8,38,44,86.4,8,14,57.1,0,0.3,-0.3,3,2,2,1,7,23,6,2,75.0,66.7,4.0,11.0,1.0,3.0,35.5,3.0,8
2311,Ellyes Skhiri,MF,Bundesliga,26.0,20.2,57,37,27,26,4,22,46,47.8,24,379,139,36.7,123,191,65,52,7,0,45,45,102,44,1,4,23,8,34.8,1.14,0.4,0.17,0.5,15.1,0,0,0,3.3,3.3,0.14,0.7,0.7,17,0.84,17,0,0,0,0,0,0,0.0,0,0,0,0,0,0,794,936,84.8,15757,4074,298,348,85.6,348,395,88.1,133,159,83.6,1,0.6,0.4,11,51,12,1,67,249,47,29,61.8,64.9,1.8,6.9,2.6,2.2,39.3,2.3,76
2312,Oliver Skipp,MF,Premier League,20.0,15.0,33,18,14,16,3,12,28,42.9,16,275,71,25.8,109,131,35,25,9,0,16,19,52,14,0,0,4,1,25.0,0.27,0.07,0.0,0.0,24.1,0,0,0,0.2,0.2,0.05,-0.2,-0.2,22,1.47,21,0,0,0,1,0,3,0.2,3,0,0,0,0,0,736,822,89.5,13204,3036,313,336,93.2,343,371,92.5,73,95,76.8,0,0.9,-0.9,7,77,9,1,69,133,12,14,46.2,54.5,1.2,4.7,1.7,1.3,49.1,0.8,26
2313,Leo Skiri Østigård,DF,Serie A,21.0,13.0,16,11,8,7,1,8,10,80.0,2,85,29,34.1,50,29,6,29,13,0,16,20,36,52,1,0,7,1,14.3,0.54,0.08,0.0,0.0,18.3,0,0,0,0.2,0.2,0.03,-0.2,-0.2,11,0.84,10,0,0,1,0,0,0,0.0,0,0,0,0,0,0,400,544,73.5,8665,3527,139,162,85.8,180,233,77.3,80,142,56.3,0,0.2,-0.2,2,35,0,0,36,183,69,21,76.7,68.8,0.8,2.2,2.2,1.5,30.8,5.3,90
2314,Andreas Skov Olsen,DFFW,Serie A,21.0,8.3,12,7,6,4,2,2,9,22.2,7,108,25,23.1,44,33,31,14,1,0,13,5,17,12,0,0,7,2,28.6,0.84,0.24,0.0,0.0,13.7,0,0,0,0.9,0.9,0.13,-0.9,-0.9,21,2.53,16,2,1,1,1,0,6,0.72,3,1,1,0,1,0,301,393,76.6,4788,1590,162,183,88.5,109,136,80.1,28,61,45.9,2,0.4,1.6,9,12,7,7,22,52,3,9,25.0,58.3,0.8,3.0,1.7,0.6,36.3,0.4,12
2315,Robert Skov,DFFW,Bundesliga,25.0,4.1,2,2,1,1,0,1,7,14.3,6,63,20,31.7,13,26,24,4,0,0,4,6,8,3,0,0,12,2,16.7,2.93,0.49,0.0,0.0,17.8,1,0,0,0.8,0.8,0.06,-0.8,-0.8,14,3.42,6,4,0,3,0,1,3,0.73,1,0,0,2,0,0,131,175,74.9,2717,810,49,58,84.5,60,72,83.3,21,42,50.0,1,1.4,-0.4,9,4,7,1,12,24,6,5,54.5,100.0,0.5,4.9,1.0,1.5,32.0,1.5,11
2316,Milan Škriniar,DF,Serie A,26.0,35.0,41,25,20,19,2,18,33,54.5,15,241,89,36.9,117,93,31,58,28,0,30,38,79,97,0,3,26,8,30.8,0.74,0.23,0.12,0.38,10.4,0,0,0,2.5,2.5,0.1,0.5,0.5,31,0.89,23,0,1,5,2,0,1,0.03,1,0,0,0,0,0,1987,2130,93.3,39472,10349,729,772,94.4,974,1023,95.2,270,310,87.1,0,0.6,-0.6,9,84,12,2,78,263,67,47,58.8,61.0,0.7,2.5,1.7,1.1,56.8,1.9,114
2317,Islam Slimani,FW,Ligue 1,33.0,6.4,2,2,0,1,1,0,5,0.0,5,85,18,21.2,5,36,44,6,0,0,6,0,2,4,0,1,12,4,33.3,1.88,0.63,0.08,0.25,10.3,0,0,0,1.8,1.8,0.15,-0.8,-0.8,18,2.83,14,0,0,3,1,0,3,0.47,2,0,0,1,0,0,151,193,78.2,2018,263,88,110,80.0,43,51,84.3,7,10,70.0,1,0.7,0.3,7,2,10,0,12,21,19,11,63.3,100.0,0.3,2.8,0.9,0.0,23.6,3.0,30
2318,William Smallbone,MFFW,Premier League,21.0,1.5,6,5,3,3,0,1,5,20.0,4,44,13,29.5,10,19,15,3,0,0,3,2,8,2,0,0,1,0,0.0,0.68,0.0,0.0,0.0,17.5,0,0,0,0.1,0.1,0.08,-0.1,-0.1,1,0.68,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,22,38,57.9,319,93,12,17,70.6,8,14,57.1,1,3,33.3,0,0.1,-0.1,1,1,0,0,1,9,2,5,28.6,83.3,3.3,8.7,2.0,1.3,14.7,1.3,7
2319,Chris Smalling,DF,Serie A,31.0,23.2,37,22,29,8,0,13,25,52.0,12,184,79,42.9,123,56,5,45,26,0,19,36,73,91,1,3,11,3,27.3,0.47,0.13,0.27,1.0,7.2,0,0,0,1.7,1.7,0.16,1.3,1.3,8,0.34,5,1,0,2,0,0,1,0.04,1,0,0,0,0,0,927,1038,89.3,21202,5052,171,195,87.7,586,623,94.1,165,205,80.5,0,0.1,-0.1,1,31,0,0,30,208,60,18,76.9,59.5,0.9,3.4,1.9,1.6,40.0,2.6,78
2320,Emile Smith Rowe,MFFW,Premier League,21.0,21.3,20,16,7,13,0,4,15,26.7,11,256,78,30.5,54,125,77,15,1,0,14,20,40,13,0,10,40,23,57.5,1.87,1.08,0.25,0.43,15.5,0,0,0,5.8,5.8,0.14,4.2,4.2,65,3.05,49,4,5,4,3,0,6,0.28,5,1,0,0,0,0,691,811,85.2,10719,2112,390,429,90.9,244,268,91.0,41,82,50.0,2,2.2,-0.2,29,26,25,0,57,144,8,20,28.6,80.0,0.8,3.7,0.7,0.9,32.4,0.4,28
2321,Cédric Soares,DF,Premier League,29.0,16.5,39,20,21,10,8,15,25,60.0,10,194,68,35.1,76,75,43,24,8,0,16,20,59,35,1,1,12,1,8.3,0.73,0.06,0.08,1.0,21.7,2,0,0,0.5,0.5,0.04,0.5,0.5,36,2.18,25,9,0,0,1,1,2,0.12,1,1,0,0,0,0,874,1110,78.7,14979,4753,429,476,90.1,336,397,84.6,91,193,47.2,1,1.4,-0.4,18,71,26,14,51,154,22,24,47.8,51.3,1.2,4.1,1.5,1.2,53.0,1.3,46
2322,Danilo Soares,DF,Bundesliga,29.0,28.5,119,68,67,39,13,52,84,61.9,32,461,159,34.5,204,180,77,74,9,2,65,107,226,78,0,0,13,1,7.7,0.46,0.04,0.0,0.0,25.2,2,0,0,0.5,0.5,0.04,-0.5,-0.5,51,1.79,35,5,2,0,3,6,4,0.14,3,0,0,0,1,0,1240,1660,74.7,24458,9185,449,528,85.0,589,735,80.1,186,330,56.4,1,1.2,-0.2,20,101,21,7,114,330,56,39,58.9,57.1,2.4,5.6,2.6,3.8,43.5,2.0,95
2323,Rubén Sobrino,MF,La Liga,29.0,0.2,1,0,1,0,0,0,0,0.0,0,8,0,0.0,4,3,1,1,0,0,1,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,100.0,19,0,0,0,0.0,1,1,100.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,1,0,100.0,0.0,0.0,0.0,5.0,0.0,5.0,5.0,1
2324,Rubén Sobrino,FWMF,La Liga,29.0,20.7,29,18,16,9,4,3,28,10.7,25,453,103,22.7,110,228,115,27,2,0,25,28,57,19,0,4,34,10,29.4,1.64,0.48,0.12,0.4,12.0,0,0,0,6.3,6.3,0.19,-2.3,-2.3,47,2.27,25,1,4,6,4,7,5,0.24,1,0,0,1,2,1,373,504,74.0,5735,1459,214,260,82.3,121,155,78.1,27,52,51.9,1,1.9,-0.9,14,26,6,3,29,142,40,63,38.8,62.1,0.9,5.0,1.3,1.4,18.0,1.9,103
2325,Alex Sola,DFFW,La Liga,22.0,0.5,1,1,1,0,0,1,2,50.0,1,6,1,16.7,3,2,1,3,0,0,3,1,2,4,0,0,1,0,0.0,2.2,0.0,0.0,0.0,19.2,0,0,0,0.1,0.1,0.09,-0.1,-0.1,1,2.2,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,15,21,71.4,258,123,7,8,87.5,7,8,87.5,1,3,33.3,0,0.1,-0.1,1,1,0,0,0,2,0,1,0.0,100.0,2.0,2.0,6.0,2.0,30.0,0.0,1
2326,Augusto Solari,MFDF,La Liga,29.0,7.9,27,19,10,11,6,9,24,37.5,15,258,73,28.3,80,123,55,16,5,0,11,15,42,14,0,0,7,1,14.3,0.88,0.13,0.0,0.0,25.1,0,0,0,0.4,0.4,0.06,-0.4,-0.4,19,2.39,14,0,2,1,2,0,0,0.0,0,0,0,0,0,0,296,430,68.8,4833,1343,156,186,83.9,105,151,69.5,26,68,38.2,0,0.4,-0.4,6,20,9,6,21,96,6,12,33.3,70.4,2.4,9.2,2.0,1.9,37.5,0.8,18
2327,Roberto Soldado,FW,La Liga,36.0,7.4,5,2,0,2,3,2,5,40.0,3,79,20,25.3,2,27,50,6,0,0,6,3,8,8,0,3,17,8,47.1,2.3,1.08,0.18,0.38,11.8,0,0,0,3.5,3.5,0.21,-0.5,-0.5,16,2.17,12,0,2,0,1,1,2,0.27,2,0,0,0,0,0,100,147,68.0,1468,265,54,73,74.0,32,45,71.1,6,11,54.5,2,0.9,1.1,9,9,4,1,9,30,9,21,30.0,40.0,0.3,2.7,0.8,0.4,13.5,1.2,30
2328,Carlos Soler,MF,La Liga,24.0,27.5,29,19,11,13,5,8,34,23.5,26,475,138,29.1,112,261,102,30,5,0,25,18,47,35,0,11,33,14,42.4,1.2,0.51,0.12,0.29,24.1,6,7,7,8.1,2.8,0.09,2.9,1.2,79,2.87,40,36,0,2,1,0,8,0.29,4,4,0,0,0,0,680,984,69.1,13738,4730,303,350,86.6,212,280,75.7,145,313,46.3,5,4.5,0.5,53,71,34,6,99,186,20,30,40.0,65.5,0.7,5.0,1.1,0.7,24.7,0.7,50
2329,Son,DF,La Liga,27.0,21.9,27,15,15,7,5,16,34,47.1,18,204,61,29.9,95,58,51,33,5,1,28,36,63,43,0,1,14,7,50.0,0.64,0.32,0.07,0.14,19.3,0,0,0,1.2,1.2,0.08,-0.2,-0.2,35,1.6,29,2,1,1,1,1,5,0.23,4,0,0,0,1,0,793,1059,74.9,15173,5415,360,411,87.6,296,372,79.6,124,233,53.2,0,1.6,-1.6,16,46,30,6,88,159,12,20,37.5,55.6,0.7,2.8,1.5,1.6,36.2,0.5,32
2330,Brandon Soppy,DFMF,Serie A,19.0,8.6,24,15,14,8,2,14,23,60.9,9,169,48,28.4,70,64,35,15,3,0,12,11,35,5,1,0,6,2,33.3,0.69,0.23,0.0,0.0,12.5,0,0,0,0.4,0.4,0.07,-0.4,-0.4,13,1.51,6,0,2,1,3,1,2,0.23,0,0,0,1,1,0,166,233,71.2,2520,966,85,105,81.0,65,84,77.4,9,18,50.0,0,0.2,-0.2,5,9,7,1,18,65,11,18,37.9,62.5,1.7,5.6,1.7,1.3,19.3,1.3,29
2331,Roberto Soriano,MFFW,Serie A,30.0,29.1,63,35,30,24,9,20,52,38.5,32,543,168,30.9,170,238,135,41,5,0,36,33,96,35,0,0,25,8,32.0,0.86,0.27,0.0,0.0,17.8,0,0,0,1.9,1.9,0.07,-1.9,-1.9,91,3.12,80,1,0,3,5,2,9,0.31,9,0,0,0,0,0,1031,1258,82.0,15865,5354,571,641,89.1,356,429,83.0,71,113,62.8,4,4.2,-0.2,45,103,43,11,129,161,27,54,33.3,55.6,1.2,5.8,1.4,1.1,35.4,0.9,81
2332,Alberto Soro,MFFW,La Liga,22.0,6.4,15,12,4,7,4,3,9,33.3,6,135,54,40.0,40,67,28,25,2,1,23,7,22,5,0,0,7,4,57.1,1.09,0.62,0.0,0.0,11.8,0,0,0,0.6,0.6,0.09,-0.6,-0.6,12,1.87,7,1,1,1,1,1,0,0.0,0,0,0,0,0,0,128,182,70.3,2028,593,68,85,80.0,47,64,73.4,9,20,45.0,0,0.6,-0.6,7,10,5,0,13,36,12,25,32.4,80.0,1.9,8.4,3.9,1.1,20.0,1.9,37
2333,Borna Sosa,DF,Bundesliga,23.0,27.8,33,15,22,8,3,14,29,48.3,15,252,83,32.9,123,78,51,47,5,1,42,37,70,51,0,1,25,6,24.0,0.9,0.22,0.04,0.17,22.0,2,0,0,0.9,0.9,0.03,0.1,0.1,103,3.71,64,26,3,4,5,1,13,0.47,10,2,0,0,1,0,1311,1786,73.4,24007,10380,612,703,87.1,514,670,76.7,169,353,47.9,8,5.9,2.1,61,96,58,29,174,204,24,26,48.0,45.5,0.5,3.0,1.7,1.3,47.2,0.9,50
2334,Hugo Sotelo,MF,La Liga,17.0,0.0,0,0,0,0,0,0,0,0.0,0,3,2,66.7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,2,100.0,64,30,0,0,0.0,0,0,0.0,2,2,100.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,,inf,,,inf,,0
